,Date,D-14,D-13,D-12,D-11,D-10,D-09,D-08,D-07,D-06,D-05,D-04,D-03,D-02,D-01
0,2020-11-01,-0.42067673387678517,4.281432317697018,8955.44170123617,6020.319466036057,3025.2123857371325,19.133394470298914,1.3487590431408583,1.315677629630783,1.5013532148874846,0.5715476060674544,-0.13722930855054902,-0.1942299682264596,-0.09283014044238234,0.08411763113553866
1,2020-11-02,17.466230206353934,35868.90283682156,20060.43197230746,10067.47335964439,51.22581773445549,3.2696005347918162,1.7315015690480868,2.181394124765976,0.8664074729273381,-0.17392064771495305,-0.2368054051250512,-0.13732895472094178,0.03498290155612878,0.05665741877610048
2,2020-11-03,170536.66402550187,68568.4758586216,28648.834971976674,115.73000945532435,9.026712826334526,3.497360403103326,2.7872572060423195,1.1060195559238186,-0.31113539958289377,-0.36225426024749674,-0.2696540209118195,-0.1467876870797799,-0.08121084309916556,-0.15563378927304133
3,2020-11-04,1702.7892960391048,769.3449994417538,332.48888947295995,25.202948297251094,9.057599902520575,6.103671431527511,2.7632176819192256,-0.25021537511882774,-0.3015489547010602,-0.19405995099671672,-0.05005990731124057,0.0016439186159557442,-0.04620029077479235,0.014075370180502278
4,2020-11-05,325.82726892133815,130.649624059993,55.46276253050613,21.504298912140396,14.2345058979662,6.795925600778473,-0.2941618365135199,-0.33710526308939637,-0.2293882080656116,-0.0883388195806071,-0.046546699603294564,-0.0843920362836257,-0.07914672052159769,-0.021267976133646168
5,2020-11-06,0.8221064668953111,1.6313111038998735,56.92227514680234,37.77693492891831,18.534579673878824,-0.33284504631653367,-0.36696661072090153,-0.2595936726864941,-0.12653163753138272,-0.09461500443630526,-0.13571089935587705,-0.1251226767249219,-0.07503847816200405,-0.020695328714761648
6,2020-11-07,2.396949228043801,178.7966487263483,99.20509890669254,49.21489241094315,-0.3748669726390268,-0.3996296247483162,-0.295493078750301,-0.17780532290196494,-0.15451157187578532,-0.19432366933245623,-0.1828898456682501,-0.1563216972646052,-0.09338035117932014,-0.0806617629240397
7,2020-11-08,791.27553218814,316.49341302673014,131.68546062827053,-0.39442793992867853,-0.41121686711731353,-0.3171140904451106,-0.21210672232164088,-0.20098467952471633,-0.23219005346386878,-0.2218864586960399,-0.20173922810363926,-0.14615097524540102,-0.12146284732618749,-0.07697732677291137
8,2020-11-09,-0.0498535731746482,-0.2248173704044489,-0.3981537222201701,-0.40910929919533884,-0.32917594305186215,-0.2328610856053604,-0.2419331765716512,-0.25966831585430655,-0.2548957887037679,-0.2360774816920878,-0.1799442872035166,-0.17700856638234833,-0.17545708541904706,-0.10141796220388563
9,2020-11-10,-0.3531223220386035,-0.49318551222887547,-0.4331746175502144,-0.35899621214875393,-0.27090892111791454,-0.28510873284851723,-0.3025476305315856,-0.29630839753153665,-0.2767641403223124,-0.22323592295842354,-0.21970315991296394,-0.21876665901197706,-0.17873014796887812,-0.043153692211887515
10,2020-11-11,-0.6319767536821134,-0.4956453694025236,-0.4124415318515501,-0.336271743565972,-0.3524136954335535,-0.36999229655059773,-0.3611735580180693,-0.3415038174999664,-0.29477590837665335,-0.2899672542538568,-0.2950453614140154,-0.26517707163188553,-0.15233561578636448,-0.135247844253984
11,2020-11-12,-0.4484619671435411,-0.418330247181918,-0.39344052960642883,-0.4086695677510626,-0.42665951162734467,-0.41573082581750964,-0.3961224558446056,-0.35670912624220663,-0.3518853411644725,-0.36154086925600754,-0.33216652516184714,-0.23980093023100257,-0.18184369122256128,-0.056600431151676775
12,2020-11-13,-0.378093265776338,-0.36449200224341105,-0.39156464614145414,-0.41089295044329227,-0.3966526892681244,-0.37413716367172956,-0.3368212506665614,-0.3312404534848068,-0.34315978809147113,-0.3115803553899271,-0.20476215302192474,-0.16266895336663856,-0.048538635237413356,0.1041466344938493
13,2020-11-14,-0.40848471955989313,-0.44386332966794145,-0.459586751884809,-0.4447428474839813,-0.42238865463737657,-0.3912989052517147,-0.38392157957538897,-0.399456732248805,-0.3705794881965699,-0.2609932155044469,-0.2210347688359623,-0.10451839870671696,0.049788617009228604,-0.007122108913905356
