,Date,D-14,D-13,D-12,D-11,D-10,D-09,D-08,D-07,D-06,D-05,D-04,D-03,D-02,D-01
0,2020-11-01,-0.2388475244986085,-0.2103796837608867,-0.27922822102883876,-0.2946581948195054,-0.22059620686234585,-0.141189327327647,-0.0168518194273066,0.05713989779797091,-0.021088441353100704,-0.09598412849572165,-0.08936385225545108,-0.02225846674306071,0.11823140698326304,0.0977991099373249
1,2020-11-02,-0.38354388661785566,-0.46176605400984255,-0.4792027630001371,-0.43774503540893833,-0.3758355965404666,-0.2972373026232776,-0.26059365185087535,-0.31822934856136853,-0.337301429261671,-0.2863679305120173,-0.23791222751231514,-0.15837381327888217,-0.1371549533650956,-0.26632020519428734
2,2020-11-03,-0.5174806741226023,-0.5188140840686848,-0.46290642005434746,-0.4042225858890028,-0.3415741729482258,-0.31550617485850846,-0.3696917751768982,-0.3545925523120142,-0.26038888691253714,-0.2160634859054767,-0.14386454430714166,-0.14291702929178834,-0.2224726502299132,0.023969178298202463
3,2020-11-04,-0.5529991143108467,-0.4777331782492349,-0.4325853710723378,-0.3851063284909531,-0.35032684527673785,-0.4009171613212137,-0.3647656995279459,-0.24179764774435747,-0.20099442709314153,-0.13504184225055468,-0.14790011569231018,-0.20176099062707165,-0.04554461176811728,0.042150272582218686
4,2020-11-05,-0.4013806649915139,-0.39912072962467676,-0.38760110945340015,-0.3163824043575444,-0.37316138052456965,-0.33227632740602725,-0.18780177741439705,-0.14835951477831238,-0.08382971897989877,-0.10581209198916484,-0.15656822570953194,0.014739167543297363,0.16246933915128622,0.08068373412080215
5,2020-11-06,-0.3931468998723456,-0.3763119126985471,-0.23456403374048346,-0.2996168148460422,-0.27533866395748546,-0.12610577521491698,-0.09261047520850138,-0.024478617280958574,-0.06390728967130002,-0.11127083990766007,0.09409065347577097,0.18154588766382185,0.16909453539579425,0.03901679868363772
6,2020-11-07,-0.4151721427785031,-0.19077423447132372,-0.31370999739696,-0.3290869018967338,-0.21260421740847474,-0.1866548166144644,-0.12317199703096365,-0.16838558180428115,-0.20768655715365703,-0.01525522992618168,0.05674034166579984,0.06328786725973798,-0.05322778654403518,-0.1374588638251333
7,2020-11-08,0.09405248772719785,-0.2493479913649355,-0.33736509210362603,-0.250316519414111,-0.22786102371054653,-0.16174804076577803,-0.20955698291521746,-0.2476839869049297,-0.06906646406426373,-0.005786189443646682,-0.0042731685377969,-0.09839622356964353,-0.19062793566317854,-0.10072248892415045
8,2020-11-09,-0.3568334855214278,-0.33482190190387395,-0.13029784398285105,-0.12745817830526027,-0.03380392955614997,-0.10027114039400224,-0.14704303868031782,0.05196864129632346,0.11980793700938389,0.1214572912926813,0.02373430638770827,-0.06457298021474678,-0.04067954289210953,0.11466420726787818
9,2020-11-10,-0.3992762022696405,-0.15809061411440084,-0.19547190647808418,-0.08657298358376184,-0.15641262691132168,-0.2136632434433935,-0.04258853602590699,0.015071414183961681,0.01336093399096866,-0.05937318205998569,-0.15326247526217487,-0.12866930334141852,-0.0038043166458506137,-0.0615602644442998
10,2020-11-11,0.08326051288027776,-0.05108358843409468,0.05333525597747784,-0.022951430588708355,-0.12775060181079578,0.014535356699955856,0.07199480878264523,0.061319152746158685,0.005489600573797698,-0.10945869764615913,-0.07951858603749036,0.02721276023916092,0.04548141409136195,0.03146410117535382
11,2020-11-12,-0.019256807261328102,0.26663643513572965,0.16971190184423962,0.0018279163019257426,0.0820576814681375,0.19548337736028318,0.14222839846589796,0.09001456021635997,-0.06766286345368289,-0.03267063670832889,0.08374618535862195,0.07715136362231194,0.03706421265207434,0.02182901051874557
12,2020-11-13,1.1044536372330624,0.653935240351879,0.3027080490302017,0.3111560647649055,0.5104765247335671,0.3959493057776422,0.33563113164876535,0.11470574480491864,0.1657419548920932,0.29570045095078784,0.2601576198002863,0.2269700060119475,0.17736789050679946,0.09343385869877997
13,2020-11-14,0.6977122131552158,0.38267694178061806,0.5891180466805548,0.9311261836375734,0.7343280332369284,0.6470869419384541,0.34844738348233034,0.4272221843918234,0.5698945923773058,0.4848751448467748,0.4157087372256366,0.3263029699795765,0.23483591760555014,0.09702063255729619
