Date,County,County_2020-10-23,County_2020-10-24,County_2020-10-25,County_2020-10-26,County_2020-10-27,County_2020-10-28,County_2020-10-29,County_2020-10-30,County_2020-10-31,County_2020-11-01,County_2020-11-02,County_2020-11-03,County_2020-11-04,County_2020-11-05,County_2020-11-06,County_2020-11-07,County_2020-11-08,County_2020-11-09,County_2020-11-10,County_2020-11-11,County_2020-11-12,County_2020-11-13,County_2020-11-14,State,State_2020-10-23,State_2020-10-24,State_2020-10-25,State_2020-10-26,State_2020-10-27,State_2020-10-28,State_2020-10-29,State_2020-10-30,State_2020-10-31,State_2020-11-01,State_2020-11-02,State_2020-11-03,State_2020-11-04,State_2020-11-05,State_2020-11-06,State_2020-11-07,State_2020-11-08,State_2020-11-09,State_2020-11-10,State_2020-11-11,State_2020-11-12,State_2020-11-13,State_2020-11-14,Status,Status_2020-10-23,Status_2020-10-24,Status_2020-10-25,Status_2020-10-26,Status_2020-10-27,Status_2020-10-28,Status_2020-10-29,Status_2020-10-30,Status_2020-10-31,Status_2020-11-01,Status_2020-11-02,Status_2020-11-03,Status_2020-11-04,Status_2020-11-05,Status_2020-11-06,Status_2020-11-07,Status_2020-11-08,Status_2020-11-09,Status_2020-11-10,Status_2020-11-11,Status_2020-11-12,Status_2020-11-13,Status_2020-11-14,University,University_2020-10-23,University_2020-10-24,University_2020-10-25,University_2020-10-26,University_2020-10-27,University_2020-10-28,University_2020-10-29,University_2020-10-30,University_2020-10-31,University_2020-11-01,University_2020-11-02,University_2020-11-03,University_2020-11-04,University_2020-11-05,University_2020-11-06,University_2020-11-07,University_2020-11-08,University_2020-11-09,University_2020-11-10,University_2020-11-11,University_2020-11-12,University_2020-11-13,University_2020-11-14
2020-08-11,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428571,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428571,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0000000000002,1733.9999999999998,1733.9999999999998,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0000000000002,1734.0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432,3.1428571428571432
2020-08-12,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428571,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428571,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,13.571428571428573,1717.857142857143,1717.857142857143,1717.8571428571433,1717.857142857143,1717.8571428571433,1717.857142857143,1717.857142857143,1717.8571428571427,1717.8571428571433,1717.857142857143,1717.8571428571433,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,1717.857142857143,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2020-08-13,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.000000000000002,14.0,14.0,14.0,13.999999999999998,14.0,14.0,13.999999999999998,14.000000000000002,13.999999999999998,14.0,14.000000000000002,14.0,14.0,14.0,14.0,1701.1428571428573,1701.1428571428573,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.1428571428573,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,1701.142857142857,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856
2020-08-14,14.571428571428571,14.571428571428571,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428571,14.571428571428573,14.571428571428573,14.571428571428571,14.571428571428573,14.571428571428571,14.571428571428571,14.571428571428571,14.571428571428573,14.571428571428573,14.571428571428571,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428573,14.571428571428573,1729.0,1729.0,1728.9999999999998,1729.0,1729.0,1729.0,1729.0,1729.0000000000002,1729.0,1729.0000000000002,1728.9999999999998,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,1729.0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286
2020-08-15,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,10.428571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.5714285714284,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.5714285714291,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,1680.571428571429,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856,2.2857142857142856
2020-08-16,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,10.571428571428571,1705.0,1705.0,1705.0000000000002,1704.9999999999998,1705.0000000000002,1705.0,1705.0,1705.0000000000002,1705.0,1705.0000000000002,1705.0,1705.0000000000002,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856
2020-08-17,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571428,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.8571428571427,1770.857142857143,1770.8571428571427,1770.8571428571433,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,1770.857142857143,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429
2020-08-18,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428572,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428572,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,1796.571428571429,1796.571428571429,1796.5714285714291,1796.5714285714291,1796.571428571429,1796.571428571429,1796.5714285714291,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.5714285714291,1796.5714285714291,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,1796.571428571429,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714,8.714285714285714
2020-08-19,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,4.571428571428571,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285,12.285714285714285
2020-08-20,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,-4.571428571428571,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.428571428572,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,1888.4285714285716,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715,19.714285714285715
2020-08-21,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142856,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,-6.857142857142858,1882.5714285714291,1882.5714285714291,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.5714285714284,1882.571428571429,1882.571428571429,1882.571428571429,1882.5714285714291,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,1882.571428571429,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,27.42857142857143,27.42857142857143,27.42857142857143,27.428571428571423,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.428571428571423,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143,27.42857142857143
2020-08-22,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571428,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,-7.428571428571429,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857142,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857142,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857144,1953.2857142857142,1953.2857142857144,1953.2857142857144,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715,32.714285714285715
2020-08-23,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1988.7142857142858,1988.7142857142858,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142858,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142858,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142858,1988.7142857142858,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,1988.7142857142856,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285,39.285714285714285
2020-08-24,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,1959.857142857143,1959.857142857143,1959.857142857143,1959.857142857143,1959.8571428571433,1959.857142857143,1959.857142857143,1959.857142857143,1959.857142857143,1959.8571428571433,1959.857142857143,1959.857142857143,1959.8571428571427,1959.857142857143,1959.857142857143,1959.8571428571427,1959.857142857143,1959.857142857143,1959.857142857143,1959.857142857143,1959.8571428571433,1959.857142857143,1959.857142857143,1959.857142857143,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714,47.14285714285714
2020-08-25,-13.142857142857144,-13.142857142857144,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857144,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,-13.142857142857142,1950.857142857143,1950.857142857143,1950.8571428571433,1950.8571428571433,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.8571428571427,1950.8571428571427,1950.8571428571427,1950.8571428571427,1950.857142857143,1950.857142857143,1950.8571428571433,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.857142857143,1950.8571428571427,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,57.00000000000001,57.00000000000001,57.0,57.0,57.00000000000001,56.99999999999999,57.0,56.99999999999999,56.99999999999999,57.0,57.0,57.00000000000001,57.00000000000001,56.99999999999999,56.99999999999999,57.0,57.0,57.00000000000001,56.99999999999999,57.0,57.0,57.0,57.0,57.0
2020-08-26,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,-9.142857142857142,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857142,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,1923.2857142857144,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142858,60.57142857142857,60.57142857142857,60.57142857142858,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142858,60.57142857142858,60.57142857142857,60.57142857142858,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142858,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142857,60.57142857142858
2020-08-27,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,-8.142857142857142,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857142,1903.2857142857142,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,1903.2857142857144,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.71428571428571,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715,61.714285714285715
2020-08-28,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,1916.0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.285714285714285,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.28571428571429,63.285714285714285,63.285714285714285,63.28571428571429,63.285714285714285,63.285714285714285,63.28571428571429,63.285714285714285
2020-08-29,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285712,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285716,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,-1.5714285714285714,1846.571428571429,1846.571428571429,1846.5714285714284,1846.571428571429,1846.571428571429,1846.571428571429,1846.5714285714284,1846.5714285714284,1846.5714285714291,1846.5714285714291,1846.5714285714284,1846.571428571429,1846.5714285714291,1846.5714285714284,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.571428571429,1846.5714285714291,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429,64.28571428571429
